status,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling
Developing,68.1,187.0,138,0.08,190.5453646,83.0,18869,22.9,167,82.0,2.74,81.0,0.3,1.6,12.1
Developing,67.9,189.0,143,0.08,125.79806780000001,82.0,20818,22.1,174,85.0,2.83,78.0,0.3,1.7,11.7
Developing,67.7,189.0,149,0.07,10.26341108,82.0,15369,21.3,181,83.0,2.81,77.0,0.2,1.7,11.7
Developing,67.5,19.0,154,0.06,102.63343499999999,76.0,19456,2.5,188,77.0,3.1,73.0,0.2,1.8,11.0
Developing,67.3,191.0,159,0.06,72.0159316,66.0,20422,19.7,194,78.0,2.91,72.0,0.1,1.8,10.9
Developing,67.2,19.0,163,0.06,5.381782562000001,65.0,15853,19.0,201,79.0,2.79,72.0,0.1,1.9,11.1
Developing,65.3,213.0,174,0.06,55.36107207,64.0,29171,18.2,237,79.0,2.37,71.0,0.1,1.9,11.0
Developing,66.9,189.0,173,0.05,8.460155757999999,64.0,24457,17.5,215,8.0,2.53,71.0,0.1,1.9,10.8
Developing,66.7,189.0,177,0.05,43.17867291,63.0,14492,16.7,222,8.0,2.27,7.0,0.1,11.0,10.6
Developing,66.5,188.0,182,0.06,33.95837125,62.0,3825,16.0,229,77.0,2.23,76.0,0.1,11.0,10.6
Developing,66.3,188.0,187,0.06,3.43334364,65.0,3344,15.4,237,72.0,1.98,75.0,0.1,11.0,10.7
Developing,75.5,83.0,18,0.016,0.0,98.0,615,59.7,21,98.0,6.290000000000001,98.0,0.1,8.5,14.8
Developing,75.4,83.0,19,0.01,0.0,99.0,99,58.5,22,99.0,6.89,99.0,0.1,8.3,14.9
Developing,75.3,83.0,20,0.01,0.0,99.0,189,57.2,23,98.0,6.49,98.0,0.1,8.2,15.0
Developing,75.1,85.0,21,0.01,0.0,98.0,332,56.0,24,99.0,6.98,99.0,0.1,8.0,13.6
Developing,74.7,93.0,22,0.03,0.0,99.0,73,54.8,25,99.0,7.12,99.0,0.1,7.9,13.1
Developing,74.1,16.0,22,0.03,0.0,99.0,538,53.6,26,99.0,8.2,99.0,0.1,7.8,12.9
Developing,73.3,122.0,23,0.03,0.0,99.0,262,52.5,27,99.0,7.63,99.0,0.1,7.7,12.8
Developing,72.7,135.0,24,0.02,0.0,99.0,127,51.4,28,99.0,6.28,99.0,0.1,7.6,12.1
Developing,72.4,138.0,25,0.02,0.0,97.0,133,5.4,29,98.0,5.84,99.0,0.1,7.5,11.8
Developing,72.2,139.0,26,0.02,0.0,98.0,220,49.4,30,99.0,5.95,98.0,0.1,7.4,11.4
Developing,72.0,139.0,27,0.01,0.0,94.0,7,48.5,32,95.0,6.6,95.0,0.1,7.4,11.4
Developing,71.8,139.0,28,0.01,0.0,95.0,3,47.6,33,98.0,5.89,99.0,0.1,7.4,11.8
Developing,75.0,154.0,29,0.01,0.0,98.0,11644,46.9,35,99.0,5.42,99.0,0.1,7.5,11.8
Developing,71.2,142.0,31,0.01,0.0,99.0,9554,46.2,37,99.0,5.39,99.0,0.1,7.6,11.9
Developing,78.0,146.0,33,0.01,0.0,94.0,9582,45.5,40,95.0,5.2,96.0,0.1,7.7,11.6
Developing,73.0,15.0,35,0.01,0.0,99.0,11874,44.9,43,99.0,4.47,99.0,0.1,7.8,11.6
Developing,68.9,182.0,32,0.13466666666666666,0.0,56.0,1433,59.1,38,63.0,4.435833333333333,58.0,0.1,5.3,10.1
Developing,67.9,199.0,32,0.01,43.524080100000006,62.0,1317,58.5,39,67.0,5.54,64.0,0.1,5.3,10.1
Developing,69.5,17.0,32,0.01,447.36950010000004,66.0,669,57.8,39,7.0,5.92,68.0,0.1,5.3,10.3
Developing,76.0,147.0,32,0.01,429.66250830000007,61.0,15,57.2,39,7.0,5.26,69.0,0.1,5.3,10.5
Developing,77.0,144.0,32,0.17,285.11972599999996,77.0,15,56.5,39,8.0,3.32,79.0,0.1,5.3,10.4
Developing,76.0,145.0,32,0.19,21.82252494,72.0,492,55.8,39,74.0,3.82,74.0,0.1,5.3,10.4
Developing,74.0,148.0,32,0.2,185.6366983,75.0,30328,55.2,39,78.0,4.65,78.0,0.1,5.4,10.3
Developing,69.3,167.0,32,0.17,192.15629980000003,66.0,5494,54.5,38,71.0,3.93,69.0,0.1,5.4,10.3
Developing,65.9,227.0,31,0.14,146.7606488,56.0,230,53.8,38,74.0,3.69,57.0,0.1,5.4,10.2
Developing,64.7,249.0,31,0.03,75.25799773,59.0,474,53.2,38,63.0,3.0,59.0,0.1,5.4,10.2
Developing,66.8,29.0,31,0.18,59.18845152,65.0,908,52.5,37,69.0,4.13,65.0,0.1,5.4,10.1
Developing,67.2,21.0,30,0.32,44.12059646,62.0,9081,51.9,37,69.0,5.61,74.0,0.1,5.4,9.8
Developing,66.5,213.0,30,0.07,0.0,63.0,0,51.3,37,73.0,4.36,75.0,0.1,5.5,9.4
Developing,74.0,14.0,30,0.15,0.0,65.0,0,5.6,37,76.0,4.435833333333333,77.0,0.1,5.5,9.1
Developing,72.0,142.0,30,0.17,0.0,66.0,4088,5.1,37,8.0,4.435833333333333,78.0,0.1,5.6,8.7
Developing,70.0,144.0,30,0.2,0.0,67.0,726,49.5,37,83.0,4.435833333333333,8.0,0.1,5.6,8.6
Developing,76.2,125.0,1,3.6239999999999997,0.0,91.0,0,54.2,1,91.0,5.144000000000001,91.0,0.5,1.8,12.8
Developing,75.8,133.0,1,3.83,427.3054534,92.0,0,53.5,1,93.0,5.36,92.0,0.5,1.8,12.8
Developing,75.6,136.0,1,3.79,5.4572893339999995,93.0,0,52.7,1,86.0,5.91,93.0,0.6,1.8,12.8
Developing,75.3,138.0,1,3.65,37.17108782,96.0,0,52.0,1,96.0,5.66,96.0,0.5,1.8,12.8
Developing,75.2,139.0,1,3.58,33.17529686,92.0,1,51.2,1,93.0,5.21,92.0,0.6,1.8,12.8
Developing,75.0,138.0,1,3.55,396.6270975,94.0,0,5.5,1,94.0,5.3,94.0,0.5,1.8,12.7
Developing,74.7,142.0,1,3.33,235.70674169999998,9.0,0,49.7,1,9.0,5.16,9.0,0.6,1.9,12.7
Developing,74.5,145.0,1,3.51,31.76575838,92.0,2,48.9,1,91.0,5.4,91.0,0.4,1.9,12.6
Developing,74.2,148.0,1,3.64,25.62349238,92.0,0,48.1,1,94.0,4.87,92.0,0.9,1.9,12.5
Developing,74.0,15.0,1,3.63,194.092569,97.0,0,47.2,1,99.0,4.22,95.0,1.5,1.9,12.5
Developing,73.5,161.0,1,3.59,16.97511622,99.0,0,46.3,1,99.0,4.7,99.0,1.9,1.9,12.4
Developing,73.3,165.0,1,3.67,192.3226305,98.0,0,45.4,1,97.0,4.8,98.0,2.3,1.9,11.1
Developing,73.1,166.0,1,3.48,155.5884677,36.0,0,44.5,1,99.0,4.56,96.0,2.3,1.9,11.9
Developing,73.0,167.0,1,3.76,211.1143318,83.15384615384616,0,43.5,1,99.0,4.86,99.0,2.3,2.0,11.7
Developing,72.7,171.0,1,3.89,160.2382416,83.15384615384616,0,42.5,1,99.0,5.34,99.0,2.2,2.0,10.9
Developing,72.6,171.0,1,3.46,24.82762854,83.15384615384616,0,41.6,1,95.0,5.81,93.0,2.2,2.0,11.4
Developing,74.1,112.0,4,0.5173333333333333,0.0,99.0,0,65.6,4,99.0,8.781333333333333,99.0,0.1,4.0,13.1
Developing,74.0,113.0,4,0.41,63.8784522,98.0,20,64.8,4,98.0,7.45,98.0,0.1,3.9,13.1
Developing,73.9,114.0,4,0.4,546.6235156,98.0,120,64.0,4,98.0,7.23,98.0,0.1,3.9,13.1
Developing,73.7,115.0,4,0.41,67.70171064,98.0,3,63.2,4,98.0,8.0,98.0,0.1,3.9,12.9
Developing,73.6,116.0,4,0.43,68.86623298,98.0,0,62.4,4,98.0,8.39,98.0,0.1,3.8,13.1
Developing,73.4,117.0,4,0.51,715.9709092,98.0,0,61.7,4,98.0,8.42,98.0,0.1,3.8,13.2
Developing,73.3,118.0,4,0.59,668.7447334,98.0,0,6.9,4,98.0,9.54,98.0,0.1,3.8,13.6
Developing,73.1,119.0,4,0.61,535.2786404,97.0,2,6.1,4,98.0,8.78,97.0,0.1,3.8,13.6
Developing,73.0,12.0,4,0.6,373.2628643,98.0,41,59.3,4,98.0,8.35,98.0,0.1,3.8,13.6
Developing,72.8,121.0,4,0.59,313.36260150000004,98.0,1,58.6,4,98.0,8.8,98.0,0.1,3.9,13.7
Developing,72.4,127.0,4,0.55,27.44252286,95.0,28,57.8,4,95.0,8.88,95.0,0.1,3.9,13.8
Developing,72.5,125.0,4,0.54,32.52523612,95.0,21,57.0,4,95.0,9.5,95.0,0.1,3.9,13.5
Developing,72.3,127.0,4,0.54,228.7838108,97.0,76,56.3,4,97.0,9.15,97.0,0.1,3.9,13.2
Developing,72.1,129.0,4,0.54,259.1572375,95.0,19,55.5,4,95.0,9.68,95.0,0.1,3.9,13.0
Developing,71.9,131.0,4,0.55,248.697463,97.0,61,54.8,4,97.0,9.9,99.0,0.1,4.0,12.7
Developing,71.7,133.0,4,0.49,227.296617,93.0,32,54.0,4,94.0,9.65,91.0,0.1,4.0,12.6
Developing,72.0,198.0,4,6.641333333333333,0.0,98.0,526,53.1,5,98.0,4.019333333333334,98.0,0.1,2.4,15.0
Developing,69.9,22.0,5,6.29,24.44473709,95.0,321,52.3,5,95.0,4.36,95.0,0.1,2.4,15.0
Developing,69.5,28.0,5,6.48,26.4072659,99.0,73,51.4,6,98.0,4.3,98.0,0.1,2.4,15.0
Developing,69.1,214.0,6,6.82,235.35660660000002,95.0,55,5.6,7,98.0,4.32,99.0,0.1,2.4,14.7
Developing,68.5,224.0,7,6.63,179.17013300000002,99.0,127,49.9,7,99.0,4.6,99.0,0.1,2.3,14.4
Developing,67.8,236.0,7,6.83,11.1516268,99.0,4,49.2,8,98.0,4.42,99.0,0.1,2.3,14.5
Developing,67.8,235.0,7,6.64,808.243302,99.0,0,48.5,8,99.0,4.13,98.0,0.1,2.3,14.6
Developing,66.6,258.0,8,7.6,708.3285785,99.0,20,47.9,9,99.0,3.65,99.0,0.1,2.4,14.6
Developing,65.3,288.0,8,7.44,499.730412,94.0,13,47.3,9,94.0,3.19,93.0,0.1,2.4,14.7
Developing,65.0,295.0,8,7.08,76.19868936,99.0,109,46.8,9,99.0,3.73,99.0,0.1,2.4,14.3
Developing,64.6,294.0,8,6.94,351.8603267,94.0,16118,46.3,9,99.0,4.7,98.0,0.1,2.4,13.9
Developing,64.7,287.0,8,6.55,33.91660183,99.0,2204,45.8,9,99.0,3.95,82.0,0.1,2.5,13.5
Developing,64.4,282.0,8,6.58,23.43400762,99.0,24,45.3,9,99.0,3.7,99.0,0.1,2.5,13.1
Developing,64.7,276.0,8,5.99,145.10225280000003,95.0,18,44.8,9,95.0,3.61,95.0,0.1,2.6,12.7
Developing,64.4,284.0,8,5.75,12.60883976,95.0,94,44.4,10,95.0,3.47,95.0,0.1,2.6,12.3
Developing,63.9,292.0,9,6.0,112.54115700000001,99.0,245,43.9,10,96.0,4.16,97.0,0.1,2.7,12.1
Developing,63.4,249.0,54,1.6019999999999999,0.0,89.0,95,22.0,75,83.0,4.668666666666667,89.0,2.8,7.8,11.1
Developing,62.9,255.0,56,0.01,170.9626624,92.0,354,21.3,79,93.0,5.72,92.0,2.9,7.8,11.1
Developing,62.6,258.0,58,1.84,165.9304977,93.0,190,2.7,81,94.0,5.57,87.0,3.0,7.9,11.1
Developing,62.1,263.0,59,1.81,154.22696969999998,94.0,0,2.1,84,94.0,5.49,94.0,3.0,8.0,11.1
Developing,61.2,278.0,60,1.8,109.70518359999998,96.0,2395,19.5,86,97.0,5.23,96.0,3.4,8.1,11.1
Developing,63.0,294.0,61,1.73,56.58984221,9.0,95,18.9,89,9.0,3.97,9.0,4.3,8.2,11.1
Developing,59.1,317.0,62,1.86,7.1468514039999995,88.0,1218,18.4,91,89.0,4.17,88.0,5.0,8.2,10.7
Developing,57.9,339.0,64,1.71,60.515350600000005,88.0,1282,17.9,95,88.0,3.9,88.0,6.4,8.3,10.4
Developing,56.8,356.0,66,1.97,59.83361364,81.0,1516,17.3,100,76.0,4.8,81.0,9.1,8.4,10.1
Developing,55.3,388.0,68,1.76,52.60385429,8.0,1847,16.9,104,77.0,4.24,8.0,10.3,8.5,9.7
Developing,54.1,412.0,70,1.82,39.55677502,76.0,153,16.4,108,7.0,4.36,76.0,11.6,8.6,9.6
Developing,53.0,432.0,72,1.43,36.29775249,73.0,20,15.9,112,73.0,4.29,73.0,13.2,8.7,8.9
Developing,52.4,437.0,74,1.49,35.85204668,73.0,65,15.5,115,75.0,4.45,73.0,14.5,8.8,8.2
Developing,52.1,437.0,76,1.66,32.73674134,84.0,766,15.1,118,83.0,4.54,84.0,15.7,8.9,8.5
Developing,51.9,434.0,77,1.63,3.847602867,74.57142857142857,11304,14.7,120,77.0,4.62,8.0,16.9,9.0,8.4
Developing,51.9,428.0,77,1.51,0.681685555,74.57142857142858,21002,14.4,121,8.0,4.68,82.0,18.1,9.2,8.4
Developing,74.7,81.0,0,0.021333333333333336,0.0,99.0,18,71.4,1,99.0,2.809333333333333,99.0,0.1,3.5,13.3
Developing,74.6,82.0,0,0.01,2480.896965,96.0,55,7.8,1,94.0,3.4,95.0,0.1,3.4,13.0
Developing,74.5,83.0,1,0.01,2792.6775820000003,99.0,62,7.2,1,99.0,2.56,99.0,0.1,3.4,13.1
Developing,74.3,84.0,1,0.01,2957.973963,98.0,27,69.5,1,98.0,2.57,98.0,0.1,3.4,13.2
Developing,74.2,85.0,1,0.02,2785.0977120000002,99.0,32,69.0,1,99.0,2.62,99.0,0.1,3.3,13.4
Developing,74.0,86.0,1,0.01,2009.575605,99.0,13,68.4,1,98.0,2.76,98.0,0.1,3.3,13.5
Developing,73.9,87.0,1,0.1,3001.628237,99.0,0,67.9,1,99.0,3.87,99.0,0.1,3.3,13.6
Developing,73.8,88.0,1,0.03,2078.392748,99.0,0,67.5,1,99.0,1.93,99.0,0.1,3.3,13.8
Developing,73.7,89.0,1,0.03,2555.3038690000003,99.0,0,67.1,1,99.0,2.13,99.0,0.1,3.2,13.9
Developing,73.6,89.0,1,0.01,2443.444275,99.0,0,66.7,1,99.0,2.25,99.0,0.1,3.2,14.1
Developing,73.6,9.0,0,0.01,239.57513909999997,99.0,10,66.3,1,99.0,2.38,99.0,0.1,3.2,14.2
Developing,73.5,91.0,0,0.02,1731.0735280000001,94.0,23,65.9,1,98.0,2.76,98.0,0.1,3.2,14.4
Developing,73.4,93.0,0,0.03,159.0098727,99.0,0,65.5,1,99.0,3.23,99.0,0.1,3.2,14.1
Developing,73.3,94.0,0,0.01,1209.6805470000002,99.0,0,65.0,1,99.0,3.56,99.0,0.1,3.2,13.9
Developing,73.2,95.0,0,0.01,113.19978449999999,99.0,0,64.5,1,99.0,3.61,99.0,0.1,3.2,14.0
Developing,73.2,96.0,0,0.01,959.9258619999999,95.0,6,64.0,1,94.0,2.51,98.0,0.1,3.2,14.1
Developing,71.1,166.0,3,2.267333333333333,0.0,97.0,17779,44.9,3,97.0,6.118666666666667,97.0,0.1,3.3,13.0
Developing,78.0,17.0,3,0.01,0.0,96.0,318,43.9,4,95.0,6.48,96.0,0.1,3.3,12.8
Developing,77.0,174.0,3,0.01,0.0,97.0,1,43.0,4,97.0,6.68,97.0,0.1,3.3,12.5
Developing,69.9,18.0,3,0.01,0.0,96.0,0,42.2,4,94.0,6.97,96.0,0.1,3.2,12.3
Developing,69.4,188.0,4,3.28,0.0,96.0,222,41.4,4,94.0,6.18,96.0,0.2,3.2,12.1
Developing,68.8,199.0,4,2.73,0.0,96.0,0,4.7,4,88.0,6.66,96.0,0.1,3.2,12.2
Developing,68.5,21.0,4,2.39,0.0,96.0,1,4.1,4,96.0,6.79,95.0,0.1,3.3,12.4
Developing,67.6,217.0,4,2.53,0.0,97.0,16,39.5,4,95.0,6.7,95.0,0.2,3.3,12.6
Developing,67.2,229.0,4,2.77,0.0,94.0,40,39.0,4,94.0,6.87,94.0,0.1,3.3,12.6
Developing,66.7,234.0,4,2.48,0.0,9.0,27,38.5,4,93.0,6.73,92.0,0.1,3.3,12.5
Developing,66.9,224.0,4,2.81,0.0,97.0,53,38.0,4,98.0,5.82,98.0,0.1,3.4,12.4
Developing,67.1,218.0,4,3.41,0.0,99.0,8,37.5,4,98.0,5.57,99.0,0.1,3.4,12.5
Developing,66.6,217.0,4,3.52,0.0,99.0,6,37.0,4,98.0,5.43,98.0,0.1,3.5,12.2
Developing,66.7,215.0,4,3.31,0.0,99.0,2,36.5,5,99.0,5.43,98.0,0.1,3.5,12.1
Developing,67.2,217.0,4,2.62,0.0,57.0,17,36.0,5,99.0,4.79,99.0,0.1,3.6,11.8
Developing,66.6,225.0,4,2.13,0.0,44.0,16,35.6,5,99.0,4.68,99.0,0.1,3.6,11.4
Developing,65.7,194.0,8,3.505333333333334,0.0,89.0,56,21.7,11,89.0,3.444,89.0,0.2,8.8,10.8
Developing,65.3,199.0,8,0.01,0.0,88.0,339,2.9,11,88.0,1.87,88.0,0.2,8.9,10.6
Developing,64.9,23.0,9,0.01,0.0,87.0,71,2.1,12,86.0,2.0,87.0,0.3,9.0,10.4
Developing,64.4,28.0,9,0.01,0.0,79.0,32,19.4,12,78.0,2.12,79.0,0.3,9.1,10.2
Developing,64.0,213.0,9,5.39,0.0,78.0,113,18.7,13,79.0,2.2,78.0,0.3,9.2,9.9
Developing,63.6,218.0,10,5.95,0.0,74.0,153,18.0,13,76.0,2.75,74.0,0.3,9.3,9.6
Developing,63.1,223.0,10,5.18,0.0,67.0,78,17.3,14,67.0,3.77,67.0,0.2,9.4,9.4
Developing,62.6,228.0,10,5.1,0.0,61.0,174,16.7,14,6.0,2.77,61.0,0.2,9.6,9.2
Developing,62.1,234.0,11,5.0,0.0,5.0,1678,16.1,15,46.0,4.14,5.0,0.2,9.7,9.0
Developing,61.5,24.0,11,3.69,0.0,57.0,58,15.5,15,56.0,4.14,57.0,0.2,9.9,9.0
Developing,61.0,246.0,11,3.68,0.0,49.0,295,14.9,16,5.0,4.32,49.0,0.2,1.0,8.7
Developing,64.0,252.0,12,3.53,0.0,45.0,1491,14.4,16,46.0,4.54,45.0,0.2,1.1,8.6
Developing,59.8,259.0,12,3.41,0.0,5.0,1810,13.8,17,52.0,4.91,49.0,0.1,1.2,8.3
Developing,59.3,265.0,13,3.33,0.0,60.30769230769231,2070,13.3,18,55.0,4.4,53.0,0.1,1.3,8.0
Developing,58.7,271.0,13,3.13,0.0,60.30769230769231,94,12.7,19,55.0,4.32,52.0,0.1,1.4,8.0
Developing,58.1,278.0,14,5.16,0.0,60.3076923076923,332,12.3,20,57.0,3.41,51.0,0.1,1.5,8.0
Developing,74.9,98.0,1,1.7853333333333339,0.0,81.0,39,66.1,1,75.0,6.6706666666666665,81.0,0.1,4.9,13.3
Developing,74.8,99.0,1,1.32,140.3771361,81.0,112,65.4,1,75.0,6.39,81.0,0.1,4.8,13.3
Developing,74.9,97.0,1,1.29,14.55610463,81.0,1761,64.9,1,75.0,6.63,81.0,0.1,4.8,13.3
Developing,75.0,93.0,1,1.53,151.1526829,81.0,9,64.4,1,75.0,6.99,81.0,0.1,4.8,13.3
Developing,75.0,93.0,1,1.57,835.0626827000001,81.0,9,64.0,1,75.0,7.12,81.0,0.1,4.7,13.2
Developing,74.9,94.0,1,1.58,805.3956346,81.0,12,63.5,1,75.0,7.19,81.0,0.1,4.7,13.3
Developing,74.7,95.0,1,1.62,8.140373615,81.0,22,63.0,1,75.0,7.42,81.0,0.1,4.7,13.2
Developing,74.5,98.0,1,1.67,69.13924862,81.0,24,62.5,1,75.0,8.7,81.0,0.1,4.7,13.1
Developing,74.4,98.0,1,1.72,8.906931168,8.0,373,61.9,1,75.0,8.9,8.0,0.1,4.7,12.9
Developing,74.1,1.0,1,1.82,534.5795695,78.0,956,61.4,1,75.0,8.83,78.0,0.1,4.7,13.2
Developing,73.9,11.0,1,1.94,630.0540722999999,77.0,618,6.8,1,74.0,8.42,77.0,0.1,4.7,13.7
Developing,73.7,13.0,1,2.1,618.3614857999999,75.0,213,6.2,1,74.0,8.91,75.0,0.1,4.7,14.2
Developing,73.5,15.0,1,2.19,527.9176618,74.0,526,59.7,1,74.0,9.3,74.0,0.1,4.8,14.8
Developing,73.2,17.0,1,1.98,70.13207838,77.0,36,59.1,1,77.0,1.5,77.0,0.1,4.8,15.2
Developing,73.0,11.0,1,2.19,510.60351660000003,8.0,8,58.6,1,8.0,1.9,8.0,0.1,4.9,15.0
Developing,72.7,112.0,1,2.26,404.3879434,83.0,5,57.9,1,83.0,1.86,83.0,0.1,4.9,14.9
Developing,72.7,138.0,1,0.01,0.0,97.0,82,64.8,2,97.0,3.728,97.0,0.1,5.8,13.4
Developing,72.4,143.0,2,0.01,0.0,94.0,372,63.8,2,94.0,4.97,94.0,0.1,5.7,13.4
Developing,72.9,134.0,2,0.01,0.0,96.0,0,62.8,2,96.0,4.33,96.0,0.1,5.7,13.4
Developing,72.9,133.0,2,0.01,0.0,98.0,320,61.8,2,98.0,4.3,98.0,0.1,5.6,13.7
Developing,71.3,161.0,2,0.01,36.11567366,98.0,0,6.9,2,98.0,4.77,98.0,0.1,5.6,14.0
Developing,72.8,132.0,2,0.01,52.50394196,98.0,0,59.9,2,98.0,3.5,98.0,0.1,5.6,14.3
Developing,72.7,132.0,2,0.01,63.55170297,98.0,329,59.0,2,98.0,3.16,98.0,0.1,5.6,14.6
Developing,72.6,132.0,2,0.01,532.6700005,98.0,8,58.2,2,98.0,2.4,98.0,0.1,5.5,14.8
Developing,72.5,132.0,2,0.01,54.878910600000005,98.0,59,57.4,3,98.0,2.63,98.0,0.1,5.5,15.1
Developing,72.2,134.0,2,0.01,493.415341,98.0,1,56.7,3,98.0,2.51,98.0,0.1,5.5,15.4
Developing,71.9,138.0,2,0.01,472.3047034,97.0,292,56.0,3,98.0,2.71,98.0,0.1,5.5,15.7
Developing,71.5,141.0,2,0.01,31.80653288,99.0,2771,55.3,3,97.0,3.46,97.0,0.1,5.5,15.9
Developing,71.3,144.0,3,0.01,295.1166511,96.0,0,54.6,3,95.0,4.6,95.0,0.1,5.6,16.0
Developing,71.1,146.0,3,0.01,29.13434871,91.0,3890,54.0,3,93.0,4.57,93.0,0.1,5.6,15.8
Developing,71.0,147.0,3,0.01,362.38179510000003,93.0,633,53.4,3,94.0,4.6,94.0,0.1,5.6,15.7
Developing,78.0,148.0,3,0.01,457.3202236000001,92.0,0,52.8,3,94.0,3.41,94.0,0.1,5.7,15.5
Developing,75.0,123.0,4,0.49066666666666675,0.0,99.0,1318,4.6,4,99.0,3.7486666666666664,99.0,0.1,7.5,13.1
Developing,74.8,126.0,4,0.52,721.3655432,96.0,221,39.5,4,97.0,4.17,97.0,0.1,7.6,13.0
Developing,74.6,128.0,3,0.53,110.6779711,96.0,195,38.5,4,97.0,4.2,97.0,0.1,7.8,12.9
Developing,74.5,129.0,3,0.53,101.609245,97.0,1868,37.4,4,97.0,4.1,97.0,0.1,7.9,12.9
Developing,74.3,13.0,3,0.51,9.23002632,96.0,1569,36.3,4,96.0,3.89,96.0,0.1,8.0,13.0
Developing,74.1,131.0,3,0.49,65.56659662,96.0,73,35.3,4,96.0,3.99,96.0,0.1,8.2,12.8
Developing,74.0,131.0,3,0.47,431.5452472,96.0,153,34.4,4,97.0,3.97,97.0,0.1,8.3,12.6
Developing,73.8,132.0,3,0.47,438.45192139999995,97.0,334,33.4,4,97.0,3.47,97.0,0.1,8.5,12.5
Developing,73.7,133.0,3,0.43,409.9812523,96.0,394,32.5,4,97.0,3.61,97.0,0.1,8.7,12.3
Developing,73.6,134.0,3,0.42,365.91139780000003,95.0,564,31.6,4,95.0,3.65,95.0,0.1,8.8,12.7
Developing,73.4,135.0,3,0.46,297.5913833,96.0,1407,3.7,4,96.0,3.29,96.0,0.1,9.0,12.9
Developing,73.2,137.0,3,0.49,315.6639322,94.0,5729,29.8,4,95.0,3.74,95.0,0.1,9.2,12.7
Developing,73.1,138.0,3,0.48,264.24961290000005,95.0,632,28.8,4,96.0,3.95,96.0,0.1,9.3,12.1
Developing,72.9,14.0,4,0.49,216.70294810000001,95.0,408,27.9,4,94.0,3.4,94.0,0.1,9.5,12.0
Developing,72.7,144.0,4,0.53,210.2417002,95.0,2198,27.0,5,95.0,3.4,96.0,0.1,9.7,11.9
Developing,72.4,149.0,4,0.54,23.37167228,97.0,6187,26.0,5,98.0,3.4,98.0,0.1,9.8,11.6
Developing,78.5,61.0,0,1.4073333333333333,0.0,99.0,0,27.4,0,99.0,8.236666666666668,99.0,0.1,13.6,12.7
Developing,78.2,62.0,0,0.01,2051.748615,99.0,0,26.2,0,99.0,13.73,99.0,0.1,13.6,12.7
Developing,77.9,64.0,0,0.01,1626.5911859999999,99.0,0,25.1,0,99.0,11.16,99.0,0.1,13.7,12.4
Developing,77.6,65.0,0,0.01,1259.940376,99.0,0,24.1,0,99.0,9.16,99.0,0.1,13.8,12.1
Developing,77.3,67.0,0,1.92,1079.893546,96.0,0,23.1,0,96.0,8.11,96.0,0.1,13.9,11.8
Developing,76.7,73.0,0,1.83,91.13971812,97.0,0,22.1,0,97.0,7.93,96.0,0.1,14.0,11.6
Developing,76.3,75.0,0,1.59,100.50302099999999,98.0,6,21.2,0,98.0,9.22,98.0,0.1,14.1,11.8
Developing,75.9,81.0,0,1.76,1077.712092,98.0,0,2.3,0,98.0,9.3,98.0,0.1,14.2,11.8
Developing,75.4,82.0,0,1.78,6.491488597999999,98.0,20,19.5,0,98.0,6.64,98.0,0.1,14.3,11.9
Developing,75.0,88.0,0,1.62,659.8499118,98.0,47,18.7,0,98.0,7.37,98.0,0.1,14.3,12.0
Developing,74.3,93.0,0,1.47,620.9518909,98.0,1395,18.0,0,98.0,9.52,98.0,0.1,14.4,12.1
Developing,73.4,16.0,0,1.6,611.9093566,97.0,37,17.3,0,96.0,5.89,96.0,0.1,14.5,12.2
Developing,72.7,112.0,0,1.75,491.4978908,98.0,75,16.7,0,98.0,5.9,98.0,0.1,14.6,11.8
Developing,71.8,124.0,0,1.95,4.299053392,98.0,926,16.2,0,98.0,5.78,98.0,0.1,14.6,12.0
Developing,78.0,129.0,0,1.98,41.30688803,98.0,0,15.6,0,97.0,5.84,98.0,0.1,14.7,11.8
Developing,69.6,139.0,0,1.83,300.1621026,96.0,20,15.2,0,98.0,8.0,98.0,0.1,14.8,11.3
Developing,74.6,146.0,0,2.906666666666667,0.0,97.0,0,33.3,0,98.0,4.524666666666667,97.0,0.1,6.9,15.2
Developing,74.2,148.0,0,0.01,115.27842820000001,97.0,0,32.8,0,98.0,4.81,97.0,0.1,7.0,14.7
Developing,74.1,147.0,0,0.01,917.4676279999999,98.0,0,32.3,0,98.0,4.82,98.0,0.1,7.0,14.7
Developing,73.9,154.0,0,0.01,915.1859205,98.0,0,31.8,0,98.0,4.76,98.0,0.1,7.1,14.3
Developing,73.6,158.0,0,3.03,918.807245,98.0,2,31.3,0,98.0,5.2,98.0,0.1,7.1,14.1
Developing,73.3,163.0,0,2.95,0.10805597300000001,99.0,12,3.7,0,99.0,5.29,99.0,0.2,7.2,14.0
Developing,72.8,166.0,0,2.83,624.2361827999999,99.0,15,3.2,0,99.0,4.97,99.0,0.1,7.3,13.8
Developing,72.7,166.0,0,2.49,6.6489825,99.0,12,29.7,0,99.0,4.6,99.0,0.1,7.4,13.6
Developing,72.9,161.0,0,3.24,582.5143743,97.0,13,29.1,0,96.0,4.24,97.0,0.1,7.5,13.5
Developing,71.8,165.0,0,3.73,502.38449460000004,97.0,3,28.6,0,98.0,4.38,97.0,0.1,7.6,13.4
